ID,FIELD
IT\ICCU\MSM\0040224,La cosa non va netta! Imbroglio qui ci sta
IT\ICCU\MSM\0040225,"Abbracciami, o sposo"
IT\ICCU\MSM\0040226,Oh il mio caro pupazetto
IT\ICCU\MSM\0040227,"Ah, voi dite erbose sponde"
IT\ICCU\MSM\0040228,Ne'giorni tuoi felici
IT\ICCU\MSM\0040542,Vado si ma con qual fronte
IT\ICCU\MSM\0040543,Rieda la pace in seno
IT\ICCU\MSM\0040680,Prendi l'estremo addio
IT\ICCU\MSM\0040681,Ah! potessi amato sposo
IT\ICCU\MSM\0040683,Ah non sai da quanti affetti
IT\ICCU\MSM\0040684,Che farò chi mi consiglia
IT\ICCU\MSM\0042174,Lungi da un padre amato
IT\ICCU\MSM\0040385,Il raggio candido
IT\ICCU\MSM\0040386,Frena le belle lagrime
IT\ICCU\MSM\0040387,Ah non dir ch'io sono ingrata
IT\ICCU\MSM\0040519,Ah? chi sa se il bel sembiante
IT\ICCU\MSM\0040531,Chi d'amor squarciò la benda
IT\ICCU\MSM\0040532,Oh? che incontro fortunato
IT\ICCU\MSM\0040673,Va crescendo il mio tormento
IT\ICCU\MSM\0040674,Mentre dormi amor fomenti
IT\ICCU\MSM\0040685,Qual gel di morte
IT\ICCU\MSM\0040686,Ah non sai da quanti affetti
IT\ICCU\MSM\0040687,Che farò domani
IT\ICCU\MSM\0040688,Dà pace a tanti affanni
IT\ICCU\MSM\0042015,Quando volto al patrio monte
IT\ICCU\MSM\0042638,Angiol di pace
IT\ICCU\MSM\0042639,Deh! non ferir
IT\ICCU\MSM\0042643,Una voce poco fa
IT\ICCU\MSM\0042645,Sinfonia
IT\ICCU\MSM\0037415,Quelle pupille tenere
IT\ICCU\MSM\0039070,Elisir d'Amore
IT\ICCU\MSM\0039081,Amarla tanto
IT\ICCU\MSM\0038277,Deh se pietà pur senti
IT\ICCU\MSM\0039071,L' Ajo nell'imbarazzo
IT\ICCU\MSM\0039073,Gemma di Vergy
IT\ICCU\MSM\0039399,Da Sion lacera
IT\ICCU\MSM\0039548,Le nostre ceneri
IT\ICCU\MSM\0039550,O momento fortunato!
IT\ICCU\MSM\0039551,Ciel che ascolto
IT\ICCU\MSM\0039552,Come! Ahimé! Partir degg'io
IT\ICCU\MSM\0039553,"Ma che t'arresto? Scusa. Sognai tormenti, tormenti, affanni"
IT\ICCU\MSM\0039554,D'un infelice oppressa
IT\ICCU\MSM\0039555,Qual mi sorprende e agghiaccia. Cara negli occhi tuoi
IT\ICCU\MSM\0035593,"*Benedictus, Agnus Dei"
IT\ICCU\MSM\0035594,Bello ardir
IT\ICCU\MSM\0039061,Pria che spunti in ciel l'aurora
IT\ICCU\MSM\0039062,Se vedete una ragazza
IT\ICCU\MSM\0039063,L' innocente Biondolina
IT\ICCU\MSM\0039065,Che farò senz'Euridice che farò senz'il mio bene
IT\ICCU\MSM\0039539,"Dormi, o cara, dormi, o cara"
IT\ICCU\MSM\0039540,È si fiero il mio tormento
IT\ICCU\MSM\0039541,Il mio ben quando verrà
IT\ICCU\MSM\0039542,"Lontana da te, Lindoro"
IT\ICCU\MSM\0039543,"Se il cor, gli affetti suoi"
IT\ICCU\MSM\0039544,Come! Ahimé! Partir degg'io
IT\ICCU\MSM\0039546,Credi la mia ferita
IT\ICCU\MSM\0039547,Un marmo istesso in un funesto
IT\ICCU\MSM\0035409,*Pace non sa trovar
IT\ICCU\MSM\0035797,*Figlio mio non posso
IT\ICCU\MSM\0038408,*O nobile travaglio
IT\ICCU\MSM\0038410,Recitativi
IT\ICCU\MSM\0038411,ma non fuggir per bacco
IT\ICCU\MSM\0038412,Ma dunque io sono un ex
IT\ICCU\MSM\0039056,Là della patria
IT\ICCU\MSM\0039210,Sinfonia
IT\ICCU\MSM\0039212,Pria che spunti in ciel l'aurora
IT\ICCU\MSM\0039530,"Son io desto, o pur, o pur deliro"
IT\ICCU\MSM\0039531,Chi sa se
IT\ICCU\MSM\0039533,Giovinette semplicette
IT\ICCU\MSM\0039534,Quel bel nome di sposino
IT\ICCU\MSM\0035938,"*Sanctus, Benedictus, Agnus Dei"
IT\ICCU\MSM\0035942,*Addio mio figlio
IT\ICCU\MSM\0035793,*Fremo gemendo
IT\ICCU\MSM\0035794,*Roma superba
IT\ICCU\MSM\0035963,*Vi ringrazio o cari amici
IT\ICCU\MSM\0038413,Scusate amico la carrozza del Principe
IT\ICCU\MSM\0039038,Nel furor delle tempeste
IT\ICCU\MSM\0039039,Qual cor tradisti
IT\ICCU\MSM\0039040,Tutto è  sciolto
IT\ICCU\MSM\0039041,Sinfonia
IT\ICCU\MSM\0039213,Come tacerlo poi
IT\ICCU\MSM\0039215,Alma clemente Dea
IT\ICCU\MSM\0039216,Non vantarmi o core imbelle
IT\ICCU\MSM\0039217,Fra tanti palpiti
IT\ICCU\MSM\0039535,D'una sposa meschinella
IT\ICCU\MSM\0039537,"Lungi da te mia cara, da te"
IT\ICCU\MSM\0037877,"Eva, non è questo il Regno della pace"
IT\ICCU\MSM\0038713,Smanie che m'opprimete
IT\ICCU\MSM\0039032,Sinfonia
IT\ICCU\MSM\0039204,Ad un uomo del mio grado
IT\ICCU\MSM\0039205,La bontà del mio padrone
IT\ICCU\MSM\0039018,Ah mira
IT\ICCU\MSM\0039034,Tu vedrai la sventurata
IT\ICCU\MSM\0039037,Un ultimo addio
IT\ICCU\MSM\0036437,Sinfonia
IT\ICCU\MSM\0036439,Padre perdona
IT\ICCU\MSM\0036463,Fia bello udir
IT\ICCU\MSM\0036464,Eccellentissimo quando le piaccia
IT\ICCU\MSM\0036465,Hark! heard ye not foot-step dread
IT\ICCU\MSM\0036466,Un labbro io più non odo
IT\ICCU\MSM\0036467,Cara negli occhi tuoi
IT\ICCU\MSM\0036468,"Guardami, e in questo ciglio"
IT\ICCU\MSM\0037692,V'ingannai pace e perdono
IT\ICCU\MSM\0037694,Sinfonia
IT\ICCU\MSM\0039184,Deh Signor 
IT\ICCU\MSM\0039328,Cara negl'occhi tuoi
IT\ICCU\MSM\0037846,Rendila al fido amante
IT\ICCU\MSM\0037847,Rendila al suo Signore
IT\ICCU\MSM\0037848,Ho perduto il bel sembiante
IT\ICCU\MSM\0037851,Il terremoto
IT\ICCU\MSM\0037852,Sede a dextris meis
IT\ICCU\MSM\0037326,XXIV Capricci
IT\ICCU\MSM\0037836,Il braccio mio guerriero
IT\ICCU\MSM\0037837,Guerrier presumi invano
IT\ICCU\MSM\0037844,"Son io desto, o pur, o pur deliro"
IT\ICCU\MSM\0039115,Sinfonia
IT\ICCU\MSM\0036416,Lo conosco à quegli occhietti
IT\ICCU\MSM\0036773,Dove misera dove
IT\ICCU\MSM\0037327,XXIV Capricci
IT\ICCU\MSM\0037328,XXIV Capricci
IT\ICCU\MSM\0037329,XXIV Capricci
IT\ICCU\MSM\0037330,XXIV Capricci
IT\ICCU\MSM\0037332,Sei pur tu
IT\ICCU\MSM\0037333,Ombra temuta e cara
IT\ICCU\MSM\0037828,Ah! Eccell... Eccè... Eccelle... Eccellenza
IT\ICCU\MSM\0037829,Chiamo invan l'amato Oggetto
IT\ICCU\MSM\0037831,È si fiero il mio tormento
IT\ICCU\MSM\0037832,Per l'amato mio Signore
IT\ICCU\MSM\0037833,Il mio ben quando verrà
IT\ICCU\MSM\0037834,Per l'amata padroncina
IT\ICCU\MSM\0039105,Son pien di giubilo
IT\ICCU\MSM\0039106,La pastorella al prato
IT\ICCU\MSM\0039107,Son di tutti amico
IT\ICCU\MSM\0037112,Serbate eterni Dei
IT\ICCU\MSM\0037113,Germe d'Illustri Eroi
IT\ICCU\MSM\0037114,Quelle pupille tenere
IT\ICCU\MSM\0037115,Se alla Patria ognor donai
IT\ICCU\MSM\0037116,Scopronsi i vaghi rai
IT\ICCU\MSM\0037117,Ti giura il labbro e il core
IT\ICCU\MSM\0037118,Nacqui è ver fra grandi Eroi
IT\ICCU\MSM\0037119,Quando nel campo armata
IT\ICCU\MSM\0037123,Ah fermate non osate
IT\ICCU\MSM\0037124,Se pietà nel cor serbate
IT\ICCU\MSM\0037125,Un Raggio Sereno
IT\ICCU\MSM\0037126,"Qual densa notte, qual silenzio"
IT\ICCU\MSM\0037127,A versar l'amato sangue
IT\ICCU\MSM\0037128,S'adorni la chioma
IT\ICCU\MSM\0037129,Svenami ormai crudele
IT\ICCU\MSM\0037140,Se tu gli doni il core
IT\ICCU\MSM\0037314,XXIV Capricci
IT\ICCU\MSM\0037315,XXIV Capricci
IT\ICCU\MSM\0037316,XXIV Capricci
IT\ICCU\MSM\0037317,XXIV Capricci
IT\ICCU\MSM\0037318,XXIV Capricci
IT\ICCU\MSM\0037319,XXIV Capricci
IT\ICCU\MSM\0037320,XXIV Capricci
IT\ICCU\MSM\0037820,Se possono tanto
IT\ICCU\MSM\0037822,Vedrai con tuo periglio
IT\ICCU\MSM\0037823,Se più mai sarò geloso
IT\ICCU\MSM\0037824,O sugli estivi
IT\ICCU\MSM\0037825,Ah dove sei sposino non farmi piú penar
IT\ICCU\MSM\0038154,Sinfonie
IT\ICCU\MSM\0039108,Nel quattrocento sei
IT\ICCU\MSM\0039109,Una ragazza
IT\ICCU\MSM\0039110,In questo giorno
IT\ICCU\MSM\0036942,*Dies irae
IT\ICCU\MSM\0036943,*Lacrymosa
IT\ICCU\MSM\0036944,*Domine Jesu Christe
IT\ICCU\MSM\0036945,"Sanctus, Benedictus, Agnus Dei, Lux aeterna"
IT\ICCU\MSM\0036946,*Libera me Domine
IT\ICCU\MSM\0037110,Odi ò ciel i nostri lai
IT\ICCU\MSM\0037111,L' alto genio di Roma
IT\ICCU\MSM\0037120,Mugge il nembo
IT\ICCU\MSM\0037121,Se torni vincitor
IT\ICCU\MSM\0037122,Combatteremo
IT\ICCU\MSM\0037305,Chi vide mai
IT\ICCU\MSM\0037321,XXIV Capricci
IT\ICCU\MSM\0037322,XXIV Capricci
IT\ICCU\MSM\0037323,XXIV Capricci
IT\ICCU\MSM\0037324,XXIV Capricci
IT\ICCU\MSM\0037325,XXIV Capricci
IT\ICCU\MSM\0037809,Questo che io serbo
IT\ICCU\MSM\0037810,Che non mi disse
IT\ICCU\MSM\0037826,Questo sol che sì funesto
IT\ICCU\MSM\0037827,Questo sol che sì funesto splende o cara
IT\ICCU\MSM\0038141,Deh ti conforta
IT\ICCU\MSM\0038142,Cara non dubitar
IT\ICCU\MSM\0038143,Se fiato in corpo avete
IT\ICCU\MSM\0038145,Quelle pupille tenere
IT\ICCU\MSM\0039419,Ciel Pietoso
IT\ICCU\MSM\0039420,In estasi di gioia
IT\ICCU\MSM\0039576,Se cerco il mio ben
IT\ICCU\MSM\0037306,*A te mi guida Amore
IT\ICCU\MSM\0037811,Una povera ragazza
IT\ICCU\MSM\0037814,Sono in mar
IT\ICCU\MSM\0038133,Cara non dubitar
IT\ICCU\MSM\0038136,Pria che spunti in ciel l'aurora
IT\ICCU\MSM\0038137,Perdonate signor mio
IT\ICCU\MSM\0038139,E' vero che in casa
IT\ICCU\MSM\0038140,Udite tutti udite
IT\ICCU\MSM\0039093,Voi che filosofo chiamato siete
IT\ICCU\MSM\0039094,Perfida figlia
IT\ICCU\MSM\0039097,Se n'è nata nobile
IT\ICCU\MSM\0039099,Vedo un albero
IT\ICCU\MSM\0039100,Ogn'anno passa un anno
IT\ICCU\MSM\0039101,Al caro bene
IT\ICCU\MSM\0039103,La mia ragion è questa
IT\ICCU\MSM\0039579,Ombra cara col mio pianto
IT\ICCU\MSM\0039581,"Batti, batti, o bel Masetto"
IT\ICCU\MSM\0037256,Tu di quest'anima
IT\ICCU\MSM\0034678,Perchè mai destin crudele
IT\ICCU\MSM\0034679,Mio Figlio non Sei
IT\ICCU\MSM\0034680,Ah! se de' mali miei
IT\ICCU\MSM\0034681,Un soave non so che
IT\ICCU\MSM\0034682,Amor possente nome
IT\ICCU\MSM\0037801,Vincitor di lauri adorno
IT\ICCU\MSM\0037803,Giusto ciel che fier
IT\ICCU\MSM\0037804,Nel vedermi
IT\ICCU\MSM\0039091,Guerrier che valoroso
IT\ICCU\MSM\0039092,Compatite signor mio
IT\ICCU\MSM\0037261,*Chi vive senza amore
IT\ICCU\MSM\0038281,Nel lasciarla in questo istante
IT\ICCU\MSM\0039075,Roberto Devereux
IT\ICCU\MSM\0039076,L' amor suo mi fè beata
IT\ICCU\MSM\0039077,che se mi fia
IT\ICCU\MSM\0039078,Non è ver non è quel tempio
IT\ICCU\MSM\0039079,Duchessa alle fervide preci
IT\ICCU\MSM\0039080,Non è ver non è quel tempio
IT\ICCU\MSM\0039416,Sorte secondami
IT\ICCU\MSM\0039417,Terra amica
IT\ICCU\MSM\0045977,Ah chi può mirarla in volto
IT\ICCU\MSM\0045978,Della vendetta all'Ara
IT\ICCU\MSM\0045979,Notturni
IT\ICCU\MSM\0045980,Notturni
IT\ICCU\MSM\0045981,Notturni
IT\ICCU\MSM\0045982,Notturni
IT\ICCU\MSM\0045983,Ebben per mia memoria
IT\ICCU\MSM\0046619,Sinfonia
IT\ICCU\MSM\0034675,Vorrei che il tuo pensiero
IT\ICCU\MSM\0042582,Atto 1. Introduzione
IT\ICCU\MSM\0042583,Tacea la notte placida
IT\ICCU\MSM\0042584,Deserto sulla terra
IT\ICCU\MSM\0045971,Notturni
IT\ICCU\MSM\0045984,In questo barbaro
IT\ICCU\MSM\0045985,Cara per te quest'anima
IT\ICCU\MSM\0045986,Emilia si congeda
IT\ICCU\MSM\0045987,Sinfonie
IT\ICCU\MSM\0046306,Ho della stima grande
IT\ICCU\MSM\0046307,Ti giura il labbro
IT\ICCU\MSM\0046308,Che accidenti che tragedia
IT\ICCU\MSM\0046309,"Ah,ah che ridere"
IT\ICCU\MSM\0046310,Fanciulla sventurata
IT\ICCU\MSM\0046318,Non so quale incanto
IT\ICCU\MSM\0045816,Che orrore
IT\ICCU\MSM\0045817,Ed ancora sei ostinato
IT\ICCU\MSM\0045972,Notturni
IT\ICCU\MSM\0045973,Del silenzio frà l'orror
IT\ICCU\MSM\0045974,Soave calma sentir già parmi
IT\ICCU\MSM\0045975,Notturni
IT\ICCU\MSM\0045976,"Che bel piacere, mangiare e bere"
IT\ICCU\MSM\0046301,Ditemi il vostro nome
IT\ICCU\MSM\0046302,Pria che spunti in ciel l'aurora
IT\ICCU\MSM\0046303,Nel lasciarti o Prence amato
IT\ICCU\MSM\0046311,Parlar' le cause
IT\ICCU\MSM\0046312,Ne' giorni tuoi felici
IT\ICCU\MSM\0046753,Ouverture
IT\ICCU\MSM\0046304,Se piangete la mia sorte
IT\ICCU\MSM\0046305,Quando nel campo armata
IT\ICCU\MSM\0046748,sinfonia
IT\ICCU\MSM\0046752,terzetto
IT\ICCU\MSM\0045781,Sinfonie
IT\ICCU\MSM\0045943,Trionfante tra le schiere
IT\ICCU\MSM\0045945,Se fui sempre
IT\ICCU\MSM\0045956,Sinfonia
IT\ICCU\MSM\0046734,L' Asia in faville è volta
IT\ICCU\MSM\0043184,Cori
IT\ICCU\MSM\0043185,Cori
IT\ICCU\MSM\0043337,Ma che modo di trattare
IT\ICCU\MSM\0045784,Qual nube de' suoi sguardi
IT\ICCU\MSM\0045786,Sinfonie
IT\ICCU\MSM\0045946,Quelle pupille tenere
IT\ICCU\MSM\0046284,Resta in pace amato bene
IT\ICCU\MSM\0046285,Resta in pace amato bene
IT\ICCU\MSM\0046286,Al mio ben che m'innamora
IT\ICCU\MSM\0045765,Rendi o cara i prence amato
IT\ICCU\MSM\0046565,Ciel che ascolto che discopro
IT\ICCU\MSM\0046567,Son cifre di Riccardo
IT\ICCU\MSM\0046720,*Languir per una bella
IT\ICCU\MSM\0046733,Se pur giungi a trucidarlo
IT\ICCU\MSM\0046402,Requiem aeternam
IT\ICCU\MSM\0046553,Cara altezza una parola
IT\ICCU\MSM\0046554,Bel paese ciel ridente
IT\ICCU\MSM\0046721,Ciel qual procella orribile
IT\ICCU\MSM\0046059,Overture
IT\ICCU\MSM\0046406,Non temer solleva il ciglio
IT\ICCU\MSM\0046547,Nel folto della notte
IT\ICCU\MSM\0046692,Povero cor perchè
IT\ICCU\MSM\0046060,Sinfonia
IT\ICCU\MSM\0046062,Sinfonia
IT\ICCU\MSM\0046399,La charite
IT\ICCU\MSM\0046538,Alleluja
IT\ICCU\MSM\0046551,Son Gianfriso
IT\ICCU\MSM\0046552,Chi mi regge
IT\ICCU\MSM\0044934,Esulta appieno e godi
IT\ICCU\MSM\0045883,Ballo
IT\ICCU\MSM\0045885,Sinfonia
IT\ICCU\MSM\0045886,Sinfonie
IT\ICCU\MSM\0046050,Grisel da ogni mio cenno
IT\ICCU\MSM\0046519,Solveigs sang
IT\ICCU\MSM\0046540,Quando lo trovero
IT\ICCU\MSM\0046677,Deh mira nel mio petto
IT\ICCU\MSM\0044592,Rondinella pellegrina
IT\ICCU\MSM\0044593,Come potesti oh Dio
IT\ICCU\MSM\0044926,L' alto impero
IT\ICCU\MSM\0044928,L' onda placida e tranquilla
IT\ICCU\MSM\0045727,Crux fidelis
IT\ICCU\MSM\0045887,Sinfonie
IT\ICCU\MSM\0045889,Sinfonie
IT\ICCU\MSM\0046052,"Quando penso, che son ricca"
IT\ICCU\MSM\0046053,Credi la mia ferita
IT\ICCU\MSM\0046054,Credea Nina Cara di viver contento
IT\ICCU\MSM\0046055,Sospiri miei dolenti
IT\ICCU\MSM\0046056,"Ah, voi dite erbose sponde"
IT\ICCU\MSM\0046057,Sinfonia
IT\ICCU\MSM\0046046,Crede ognun ch'io sia felice
IT\ICCU\MSM\0046048,L'augel che sta sul nido
IT\ICCU\MSM\0046205,Aria
IT\ICCU\MSM\0046650,Lungi dal caro bene
IT\ICCU\MSM\0046040,Per questo amaro pianto
IT\ICCU\MSM\0045039,Cuius animam
IT\ICCU\MSM\0045375,Capricci
IT\ICCU\MSM\0046641,Pien di contento in seno
IT\ICCU\MSM\0046642,Quel foco tenero
IT\ICCU\MSM\0042127,Vedrò se in faccia a morte
IT\ICCU\MSM\0042129,Leggi spietata indegno
IT\ICCU\MSM\0042130,Alto a noi con attenzione
IT\ICCU\MSM\0042132,Pace riposo calma
IT\ICCU\MSM\0042133,Chi vuole un bon capone
IT\ICCU\MSM\0045365,Fughe
IT\ICCU\MSM\0045689,Di quella pira
IT\ICCU\MSM\0046635,Non tentarmi infamia eterna
IT\ICCU\MSM\0046637,"Piano, piano miei Signori"
IT\ICCU\MSM\0045988,"Il piacer, la gioja"
IT\ICCU\MSM\0046322,Questi è quel fonte limpido
IT\ICCU\MSM\0046474,ballo
IT\ICCU\MSM\0046476,Più dolce o mio tesoro
IT\ICCU\MSM\0046480,Qual mai disdegno destasi
IT\ICCU\MSM\0046624,Christe Eleison
IT\ICCU\MSM\0046627,Brindisi
IT\ICCU\MSM\0046629,"Deh, vieni mio ben"
IT\ICCU\MSM\0046640,Pandolfetto graziosetto
IT\ICCU\MSM\0050375,D'ogni pena sì crudo tormento
IT\ICCU\MSM\0050378,Sommo Dio ch'in alto splendi
IT\ICCU\MSM\0053298,Spiagge amate
IT\ICCU\MSM\0049498,Cara ti stringo al petto
IT\ICCU\MSM\0049505,Se mai turbo il tuo riposo
IT\ICCU\MSM\0050043,Ecco alle mie catene
IT\ICCU\MSM\0050045,Caro padre a me non dei
IT\ICCU\MSM\0050232,Vorrei ma non posso
IT\ICCU\MSM\0050233,Viva l'arco viva la fece
IT\ICCU\MSM\0050234,Delizia degl'occhi
IT\ICCU\MSM\0050235,Per te sempre fedel
IT\ICCU\MSM\0050236,Dolce raggio di speme
IT\ICCU\MSM\0050237,Torno a voi luci adorate
IT\ICCU\MSM\0050238,Senza un poco di rigor
IT\ICCU\MSM\0050239,So che pena per te
IT\ICCU\MSM\0050240,Baciarla e stringerla se non saprò
IT\ICCU\MSM\0050972,Su quel volto cosparso
IT\ICCU\MSM\0050973,Quanto è dolce per voi languir
IT\ICCU\MSM\0050974,Sento il cor ch'amando spera
IT\ICCU\MSM\0050975,Tempesta del mio cor
IT\ICCU\MSM\0050976,Vezzi amori lusinghe e baci
IT\ICCU\MSM\0051309,Dal mio sol l'alba che sorge
IT\ICCU\MSM\0050711,Anima fella e cotta
IT\ICCU\MSM\0049662,Amor possente nume
IT\ICCU\MSM\0049663,Se tu mi sprezzi Nice s'io ti amo
IT\ICCU\MSM\0050241,Sì sì vò abbracciarti mia sposa
IT\ICCU\MSM\0050242,Sdegno rabbia duolo e furor
IT\ICCU\MSM\0050416,O piegati ad amarmi
IT\ICCU\MSM\0050418,Porto Bellona in petto
IT\ICCU\MSM\0050422,Chi fedel un'alma adora
IT\ICCU\MSM\0050423,Cinto il crin di verde alloro
IT\ICCU\MSM\0050424,Vicino ad un Tonante
IT\ICCU\MSM\0050427,Festeggiar a tue vittorie
IT\ICCU\MSM\0050977,Non mancheranno amanti
IT\ICCU\MSM\0051144,Ah se di te mi privi
IT\ICCU\MSM\0049245,Nel biondo carcere
IT\ICCU\MSM\0049246,Son povera serva
IT\ICCU\MSM\0049247,Sordo nemico ciel
IT\ICCU\MSM\0049576,Sinfonia
IT\ICCU\MSM\0049577,Sinfonie
IT\ICCU\MSM\0049578,Sinfonie
IT\ICCU\MSM\0049936,Lasciami non t'ascolto
IT\ICCU\MSM\0049937,Per piacere alla Signora
IT\ICCU\MSM\0050729,Se tutti i mali miei
IT\ICCU\MSM\0050737,Vado ma dove o Dio
IT\ICCU\MSM\0050739,"Tra l'orror, tra lo spavento"
IT\ICCU\MSM\0050741,Recagli quell'acciaro
IT\ICCU\MSM\0050403,Annodami abbracciami caro mio ben
IT\ICCU\MSM\0050404,"Sì legami, sì stringimi"
IT\ICCU\MSM\0050405,Con me so che ridi
IT\ICCU\MSM\0050408,Vò la mia bella
IT\ICCU\MSM\0049250,Crudo tiranno amor
IT\ICCU\MSM\0049251,Son confuso son turbato
IT\ICCU\MSM\0050710,V'e che matta maledetta
IT\ICCU\MSM\0053719,Casta diva
IT\ICCU\MSM\0050409,Se non ardo a quella face
IT\ICCU\MSM\0050410,Spero che la fortuna
IT\ICCU\MSM\0050411,Se la sorte mi fa sperar
IT\ICCU\MSM\0050412,Quanto è dolce
IT\ICCU\MSM\0050414,"Voglio vendetta, non voglio amar"
IT\ICCU\MSM\0050580,Del fato non lagnarti
IT\ICCU\MSM\0049233,Ricercate o mie speranze
IT\ICCU\MSM\0049236,Occhi belli idolatrati
IT\ICCU\MSM\0049240,Piangerò l'empia mia sorte
IT\ICCU\MSM\0049564,Piú non si trovano
IT\ICCU\MSM\0049565,Superbo di me stesso
IT\ICCU\MSM\0049566,Se cerca se dice
IT\ICCU\MSM\0049567,Tu di saper procura
IT\ICCU\MSM\0051223,Le povere donne
IT\ICCU\MSM\0050391,Spirti all'armi alle vendette
IT\ICCU\MSM\0050392,Da che amore
IT\ICCU\MSM\0050394,Si ti seguirò
IT\ICCU\MSM\0050396,A torto o bella bocca
IT\ICCU\MSM\0050397,Senza regno e senza sposa
IT\ICCU\MSM\0050398,"Serti, corone, allori"
IT\ICCU\MSM\0050399,"Che non può, che non fa"
IT\ICCU\MSM\0050400,Non fia mai ch'il sen mi vinca
IT\ICCU\MSM\0050401,Perder il caro ben
IT\ICCU\MSM\0051122,Destrier che all'armi usate
IT\ICCU\MSM\0049242,Riderò quando la sorte
IT\ICCU\MSM\0051039,Sei destinato a piangere
IT\ICCU\MSM\0051040,Son morto o speranza
IT\ICCU\MSM\0051041,Sul mio crin ti voglio alloro
IT\ICCU\MSM\0051236,Misero pargoletto il tuo destin
IT\ICCU\MSM\0051237,Padre perdona oh pene!
IT\ICCU\MSM\0050379,Vengan pur falangi a mille
IT\ICCU\MSM\0050380,Vezzosa la mia fiamma
IT\ICCU\MSM\0050381,Beltà che fugge e va
IT\ICCU\MSM\0050382,Sorte s'ho da sperar
IT\ICCU\MSM\0050402,Merti che l'orbe intiero
IT\ICCU\MSM\0050578,La cosa non va netta! Imbroglio qui ci sta
IT\ICCU\MSM\0049225,Deve piangere e penar
IT\ICCU\MSM\0049227,Son tutte mendaci
IT\ICCU\MSM\0049228,Ama confida e spera
IT\ICCU\MSM\0051201,E pur bella la Cecchina
IT\ICCU\MSM\0051203,Star Trombette
IT\ICCU\MSM\0051207,Non sò d'onde viene
IT\ICCU\MSM\0054010,Ah? Chi ne aita?
IT\ICCU\MSM\0052061,Tu vuoi ch'io viva o cara
IT\ICCU\MSM\0050387,Pupille a voi mi porto
IT\ICCU\MSM\0050388,Al balen di questo folgore
IT\ICCU\MSM\0050389,Speme adorata del cor mio
IT\ICCU\MSM\0050390,Se annodar ti posso un di
IT\ICCU\MSM\0050754,Nei giorni suoi felici
IT\ICCU\MSM\0051112,Risveglia lo sdegno
IT\ICCU\MSM\0051113,Vedrai con tue parole
IT\ICCU\MSM\0051114,Fra cento affanni
IT\ICCU\MSM\0051115,Dov'è la morte
IT\ICCU\MSM\0051116,Per quell'affetto
IT\ICCU\MSM\0051117,Se d'un amor tiranno
IT\ICCU\MSM\0051118,L'onda del mar divisa
IT\ICCU\MSM\0051120,Vo solcando un mar crudele
IT\ICCU\MSM\0051121,Va tra le selve
IT\ICCU\MSM\0049229,Se tu non vuoi amar
IT\ICCU\MSM\0049230,Per far felice un cor
IT\ICCU\MSM\0049231,Al dispetto delle stelle
IT\ICCU\MSM\0049232,Mio cor aspetta un poco
IT\ICCU\MSM\0049381,Fortunato colui che d'amore
IT\ICCU\MSM\0049383,Con tanto ardire
IT\ICCU\MSM\0049727,La vostra Pamela
IT\ICCU\MSM\0049728,Viddi un giorno
IT\ICCU\MSM\0050094,Così la navicella
IT\ICCU\MSM\0050095,Fronte serena che mi dà pena
IT\ICCU\MSM\0050096,Volo volo il mio sangue a spargere
IT\ICCU\MSM\0050097,Ingrato ingrato figlio
IT\ICCU\MSM\0050099,Placida auretta
IT\ICCU\MSM\0050100,Arde la piuma
IT\ICCU\MSM\0050102,Amato bene
IT\ICCU\MSM\0051026,"Ferma il piè, deh non partir"
IT\ICCU\MSM\0051027,Libertà libertà.
IT\ICCU\MSM\0051028,Mi confido che Cupido
IT\ICCU\MSM\0051029,Non dar fede a donna alcuna
IT\ICCU\MSM\0051030,O cara libertà
IT\ICCU\MSM\0051031,Per pietade ahi chi m'uccide
IT\ICCU\MSM\0051032,Per uscir da tante pene
IT\ICCU\MSM\0051033,Quante sono in cielo le stelle
IT\ICCU\MSM\0051034,Ricordati di me se vuoi ch'io t'ami
IT\ICCU\MSM\0051035,Se men cruda è la bella
IT\ICCU\MSM\0051036,Stragi lutto incendi e morti
IT\ICCU\MSM\0051037,Sì sì vincero
IT\ICCU\MSM\0051038,Sì sì gioisci o cor
IT\ICCU\MSM\0051533,Nfra sta scura spiaggia
IT\ICCU\MSM\0052067,"Padre, Sposa addio per sempre"
IT\ICCU\MSM\0049217,A chi d'amor mi parla
IT\ICCU\MSM\0049218,Amar e non penar
IT\ICCU\MSM\0049219,Mi dà qualche speranza
IT\ICCU\MSM\0049220,Dite il vero a queste luci
IT\ICCU\MSM\0049221,Barbaro perido è il mondo
IT\ICCU\MSM\0049544,Tu vuoi ch'io viva o'Cara
IT\ICCU\MSM\0049547,Mi lagnerò tacendo
IT\ICCU\MSM\0049549,Caro padre a me non dei
IT\ICCU\MSM\0050082,Cara non favellar
IT\ICCU\MSM\0051190,Zitto un poco un mormorio
IT\ICCU\MSM\0051192,Ah nardone poverello
IT\ICCU\MSM\0051194,Una povera ragazza
IT\ICCU\MSM\0051195,A Lion la contessa la Crà
IT\ICCU\MSM\0052058,Fidati al braccio mio
IT\ICCU\MSM\0052059,Idd mio pietoso il fato
IT\ICCU\MSM\0052060,Ah non più mia speranza
IT\ICCU\MSM\0052203,Se pur giungi a trucidarlo
IT\ICCU\MSM\0052205,"Ahi lo trepiede, e lo spiedo"
