ID,FIELD
IT\ICCU\MSM\0091758,Tu mi disarmi il fianco
IT\ICCU\MSM\0091759,Non ha ragione ingrato
IT\ICCU\MSM\0091477,Digli ch'io son fedele
IT\ICCU\MSM\0091643,Evviva! beviam!
IT\ICCU\MSM\0091645,Arie. Scelta
IT\ICCU\MSM\0091652,"Deh vanne, o caro, e lasciami"
IT\ICCU\MSM\0091653,O luce di quest'anima
IT\ICCU\MSM\0091662,*A mezzanotte
IT\ICCU\MSM\0091663,Salut demeure chaste et pure
IT\ICCU\MSM\0092986,Tu m'involasti un regno
IT\ICCU\MSM\0093122,Gloria
IT\ICCU\MSM\0091210,Ancor non sai chi sono
IT\ICCU\MSM\0091213,Se cerca se dice
IT\ICCU\MSM\0091214,Sono in mar non veggo sponde
IT\ICCU\MSM\0091215,Io so qual pena sia
IT\ICCU\MSM\0091225,Per quel paterno amplesso
IT\ICCU\MSM\0091226,Tu di saper procura
IT\ICCU\MSM\0091227,Superbo di me stesso
IT\ICCU\MSM\0091581,Si tacerò se vuoi
IT\ICCU\MSM\0091582,Chi mai vide altrove ancora
IT\ICCU\MSM\0091583,"Se d'amor,se di contento"
IT\ICCU\MSM\0091726,Se pietà da te non trovo
IT\ICCU\MSM\0091640,"Addio, del passato bei sogni ridenti"
IT\ICCU\MSM\0091205,Sempre uniti insieme saremo
IT\ICCU\MSM\0091207,Figlio mio non posso
IT\ICCU\MSM\0091217,Palesar vorrei col pianto
IT\ICCU\MSM\0091218,Tergi o caro il pianto amaro
IT\ICCU\MSM\0091378,tu sei il cor di questo core
IT\ICCU\MSM\0091382,Da tempeste il legno infranto
IT\ICCU\MSM\0091383,Se'l mio duol non è si forte
IT\ICCU\MSM\0091551,Se guardo il tuo volto
IT\ICCU\MSM\0091552,La fiamma innocente
IT\ICCU\MSM\0091553,La fiamma innocente
IT\ICCU\MSM\0091554,Chi è mai lei che qui s'avanza
IT\ICCU\MSM\0091555,Scendi amore dalla tua nicchia
IT\ICCU\MSM\0091557,Misero pargoletto
IT\ICCU\MSM\0091718,Da quel sembiante appresi
IT\ICCU\MSM\0091719,Se pietà da te non trovo
IT\ICCU\MSM\0091724,Se pietà da te non trovo
IT\ICCU\MSM\0091732,Se fra gli argini è ristretto
IT\ICCU\MSM\0091734,Col mio ben si vada a a morte
IT\ICCU\MSM\0092200,Or non lo posso dire
IT\ICCU\MSM\0092201,Ad amor già mi ribello
IT\ICCU\MSM\0092202,Di quel labro ond'io sospiro
IT\ICCU\MSM\0092203,Ingrata no mi volete
IT\ICCU\MSM\0092211,Potessi almen col piangere
IT\ICCU\MSM\0092212,Guerra guerra il frigio indegno
IT\ICCU\MSM\0092213,Non presto fede
IT\ICCU\MSM\0092214,Gelosia se l'alma ingombra
IT\ICCU\MSM\0092215,Più ti miro più m'ardi
IT\ICCU\MSM\0092216,Ohimé ch'io feci al cor
IT\ICCU\MSM\0092217,So che non lice so che non deggio
IT\ICCU\MSM\0092218,Ardo sopiro e piango
IT\ICCU\MSM\0092219,Ch'io fugga dal mio ben
IT\ICCU\MSM\0092220,Vendette stragi morti
IT\ICCU\MSM\0092221,Amo né il posso dir
IT\ICCU\MSM\0092387,Parto a dirgli
IT\ICCU\MSM\0092388,Che più mi chiedi
IT\ICCU\MSM\0092389,Il piacer di farmi oltraggio
IT\ICCU\MSM\0092222,Dubbia m'appar la luce
IT\ICCU\MSM\0092223,Son le luci che adoro
IT\ICCU\MSM\0092224,Tanto crude quanto belle
IT\ICCU\MSM\0092225,Quanto care tanto ingrate
IT\ICCU\MSM\0092226,Zeffiretti placidetti
IT\ICCU\MSM\0092227,Se nel duolo io piango o rido
IT\ICCU\MSM\0092228,Or sì ch'è tempo piangere
IT\ICCU\MSM\0092229,Pietà di mie pene
IT\ICCU\MSM\0092230,No no non voglion le stelle
IT\ICCU\MSM\0092231,Agita il mare prsso la sponda
IT\ICCU\MSM\0092070,Bertina mia sei qui
IT\ICCU\MSM\0091933,L' ala sua nera distende
IT\ICCU\MSM\0090577,Scelte
IT\ICCU\MSM\0090579,Ouverture
IT\ICCU\MSM\0091196,A goder la bella pace
IT\ICCU\MSM\0091197,Giuro che ad altro mai
IT\ICCU\MSM\0091198,Giuro che ad altro mai
IT\ICCU\MSM\0091199,*Sicuro asilo e placido
IT\ICCU\MSM\0091350,venere bella per un istante
IT\ICCU\MSM\0091353,Dal fulgor di questa spada
IT\ICCU\MSM\0091354,Se potessi un dì placare
IT\ICCU\MSM\0091357,Chi può mirare e non amare
IT\ICCU\MSM\0091362,Non è sì vago e bello
IT\ICCU\MSM\0091364,V'adoro pupille
IT\ICCU\MSM\0091365,Cessa omai di sospirare
IT\ICCU\MSM\0091367,"Quanto doci, quanto care"
IT\ICCU\MSM\0091368,Mio caro bene
IT\ICCU\MSM\0091369,Deh fuggì un traditore
IT\ICCU\MSM\0091371,A suoi piedi padre
IT\ICCU\MSM\0091372,Se risolvi abbandonarmi
IT\ICCU\MSM\0091373,Dimmi il vero
IT\ICCU\MSM\0091531,Ah cara d'amore
IT\ICCU\MSM\0091385,Scelta
IT\ICCU\MSM\0091541,Ah non posso non mi fido
IT\ICCU\MSM\0091542,Ah non posso mi fido
IT\ICCU\MSM\0091543,Se mai Signor nel petto
IT\ICCU\MSM\0091544,Và lusingando amore
IT\ICCU\MSM\0091546,La fiamma innocente
IT\ICCU\MSM\0091547,Se guardo il tuo volto
IT\ICCU\MSM\0091548,La fiamma innocente
IT\ICCU\MSM\0091709,Ah non è ver
IT\ICCU\MSM\0091713,Alle aurette che spirano chete
IT\ICCU\MSM\0092025,Un provenzale d'illustre stato
IT\ICCU\MSM\0092026,Un provenzale d'illustre stato
IT\ICCU\MSM\0092027,Io la difendo in campo
IT\ICCU\MSM\0092204,Ma Giove lassù che fa
IT\ICCU\MSM\0092205,Fioretti rossi e gialli
IT\ICCU\MSM\0092206,O sentite quel rosignuolo
IT\ICCU\MSM\0092207,No non so io
IT\ICCU\MSM\0092208,Il fato mi dice spera
IT\ICCU\MSM\0092209,Tigre barbara ferma
IT\ICCU\MSM\0092210,Se quest'alma non trova pietà
IT\ICCU\MSM\0092375,Cerca di vendicarmi
IT\ICCU\MSM\0092376,T'amerei che ne sei degno
IT\ICCU\MSM\0092377,Son tutta sdegno
IT\ICCU\MSM\0092378,"Ti dissi, idolo mio"
IT\ICCU\MSM\0092379,Quando s'ama
IT\ICCU\MSM\0092380,Tutta giubilo
IT\ICCU\MSM\0092381,"Alma mia, sei tu schernita"
IT\ICCU\MSM\0092382,Cieli Dei vi chieggio aita
IT\ICCU\MSM\0092390,Spesso colpa è l'innocenza
IT\ICCU\MSM\0092391,Non è colpa del mio core
IT\ICCU\MSM\0092392,Più d'uno che mi mira
IT\ICCU\MSM\0092393,Abbi pazienza
IT\ICCU\MSM\0092394,Io son figlia di famiglia
IT\ICCU\MSM\0092395,La birba è un giochetto
IT\ICCU\MSM\0092396,Moscone amoroso
IT\ICCU\MSM\0092397,"Lesbinetta, semplicetta"
IT\ICCU\MSM\0092398,"Peno, piango, singhiozzo"
IT\ICCU\MSM\0092550,Perché taci e non rispondi
IT\ICCU\MSM\0092551,A chi soffre un mar d'affanni
IT\ICCU\MSM\0092232,Perché bruggino due cuori
IT\ICCU\MSM\0092399,Son tenera di core
IT\ICCU\MSM\0092404,Te che invoco con orrore
IT\ICCU\MSM\0092406,Les Dieux prendnont pitie
IT\ICCU\MSM\0092407,Quel trouble! Quels transports!
IT\ICCU\MSM\0092408,Ah! Spiegarti oh Dio vorrei
IT\ICCU\MSM\0092233,La crudel che m'innamora
IT\ICCU\MSM\0092234,Cangia o core i tuoi pensieri
IT\ICCU\MSM\0092235,Che pena è la mia
IT\ICCU\MSM\0092236,Chi volesse una zitella linda e bella
IT\ICCU\MSM\0092237,Vago fior preggio d'Aprile
IT\ICCU\MSM\0092238,Contro me s'armino tutti
IT\ICCU\MSM\0092239,Mi rallegro col mio pianto
IT\ICCU\MSM\0092240,Barbaro e tanta crudeltà
IT\ICCU\MSM\0092241,Eco menzognera
IT\ICCU\MSM\0092242,Mi prendo gioco
IT\ICCU\MSM\0091339,Mi sento nel cor trafiggere
IT\ICCU\MSM\0091341,La destra ti chiedo
IT\ICCU\MSM\0091342,Lo seguitai felice
IT\ICCU\MSM\0091345,Eccoti il figlio svenalo
IT\ICCU\MSM\0091346,Fosca nube il sol ricopra
IT\ICCU\MSM\0091349,"Falsa immagine, m'igannasti"
IT\ICCU\MSM\0091358,Bell'Asteria
IT\ICCU\MSM\0091359,Pupille sdegnose
IT\ICCU\MSM\0091360,Cielo e terra armi di sdegno
IT\ICCU\MSM\0091522,"Resta, o cara"
IT\ICCU\MSM\0091527,Oh che zucchero è la moglie
IT\ICCU\MSM\0091534,Chi è mai lei che qui
IT\ICCU\MSM\0091535,Pian pianin con lento piede
IT\ICCU\MSM\0091536,Pian pianin con lento piede
IT\ICCU\MSM\0091538,Oh magnam astardamma
IT\ICCU\MSM\0091539,Chi è mai lei che qui sì avanza
IT\ICCU\MSM\0091540,Ah non posso non mi fido
IT\ICCU\MSM\0091550,La fiamma innocente
IT\ICCU\MSM\0091700,O momento fortunato
IT\ICCU\MSM\0091701,Non piú scostatevi
IT\ICCU\MSM\0091703,Son solo il mio nemico
IT\ICCU\MSM\0091704,Napole 'nche te vedo
IT\ICCU\MSM\0091705,No no crudel mai non m'amasti
IT\ICCU\MSM\0091706,Qual consiglio? Ah dove sono
IT\ICCU\MSM\0092022,Dov'è la destra infida
IT\ICCU\MSM\0092177,"Tempo è già, pupille vaghe"
IT\ICCU\MSM\0092189,Dopo molte e molte pene
IT\ICCU\MSM\0092190,Ombre larve il vostro orrore
IT\ICCU\MSM\0092191,Cielo e quanto per mio duolo
IT\ICCU\MSM\0092192,Costanza nel tuo seno conserva
IT\ICCU\MSM\0092193,Come scoglio in mezzo all'onde
IT\ICCU\MSM\0092194,Lascia pure un sol momento
IT\ICCU\MSM\0092195,Sospirando il cor ti chiede
IT\ICCU\MSM\0092197,Due belle speranze
IT\ICCU\MSM\0092383,Agitata dal bene
IT\ICCU\MSM\0092384,In si bel giorno
IT\ICCU\MSM\0092385,Vuole amore
IT\ICCU\MSM\0092386,Anche in onta
IT\ICCU\MSM\0092542,Di pena sì forte
IT\ICCU\MSM\0092543,Rendimi più sereno
IT\ICCU\MSM\0092544,Se il mio duol se i mali miei
IT\ICCU\MSM\0092545,Gonfio tu vedi il fiume
IT\ICCU\MSM\0092546,Ah se di te mi privi
IT\ICCU\MSM\0092547,Va' più non dirmi infida
IT\ICCU\MSM\0092561,Introduzione
IT\ICCU\MSM\0092243,O fortunato il dì
IT\ICCU\MSM\0092409,Ah spiegarti oh Dio vorrei
IT\ICCU\MSM\0092410,Patrio suol tu la corona serbi
IT\ICCU\MSM\0092411,Dei che piangendo imploro
IT\ICCU\MSM\0092413,Dunque mio bene
IT\ICCU\MSM\0092414,Ombra adorata aspetta
IT\ICCU\MSM\0092244,Dagli abissi profondissimi
IT\ICCU\MSM\0092245,Fors'un giorno passerà
IT\ICCU\MSM\0092246,Dammi morte o libertà
IT\ICCU\MSM\0092247,Amore e maestà pugnano nel mio core
IT\ICCU\MSM\0092248,Sento al core un non so che
IT\ICCU\MSM\0092249,Fo vezzi scherzo e rido
IT\ICCU\MSM\0092250,Andiamo a morire
IT\ICCU\MSM\0092251,O begl'occhi d'amor
IT\ICCU\MSM\0092252,Raddoppiatevi mie catene
IT\ICCU\MSM\0092253,Vendetta amore
IT\ICCU\MSM\0092254,Aure tacete
IT\ICCU\MSM\0091328,Se resto sul lido
IT\ICCU\MSM\0091329,S'è ver che t'accendi
IT\ICCU\MSM\0091331,Sfortunata non ritrovo
IT\ICCU\MSM\0091332,Se mai turbo il tuo riposo
IT\ICCU\MSM\0091333,Se mai turbo il tuo riposo
IT\ICCU\MSM\0091336,Mi credi spietata
IT\ICCU\MSM\0091519,Rasserena il mesto ciglio
IT\ICCU\MSM\0091520,Qual fulmine s'appresta
IT\ICCU\MSM\0091528,Mio damerin mio svago
IT\ICCU\MSM\0091530,E lo sposo non si vede
IT\ICCU\MSM\0091682,Già mi par nel guarda infante
IT\ICCU\MSM\0091683,Conservati fedele
IT\ICCU\MSM\0091684,Parto ma tu ben mio
IT\ICCU\MSM\0091685,Padre perdona oh pene
IT\ICCU\MSM\0091687,Padre perdona oh pene
IT\ICCU\MSM\0091692,Versa il mio sangue
IT\ICCU\MSM\0091695,O momento fortunato
IT\ICCU\MSM\0091696,Gran notizie mia signora
IT\ICCU\MSM\0091697,O momento fortunato
IT\ICCU\MSM\0091698,O momento fortunato
IT\ICCU\MSM\0091699,O momento fortunato
IT\ICCU\MSM\0092009,Quanto amore ed io spietata
IT\ICCU\MSM\0092010,Allemande e Galoppe
IT\ICCU\MSM\0092165,Gioisci si spietato
IT\ICCU\MSM\0092166,Per te bella il core amante
IT\ICCU\MSM\0092167,"Placa, lascia, fuggi o cara"
IT\ICCU\MSM\0092168,Sento ohimè che a poco a poco
IT\ICCU\MSM\0092169,Occhi belli so che dardi
IT\ICCU\MSM\0092178,Chiede il figlio e d'ira avvampa
IT\ICCU\MSM\0092179,Stelle irate deh cessate
IT\ICCU\MSM\0092180,Vó cercando e pur non trovo
IT\ICCU\MSM\0092181,Se mi tradisti ingrata
IT\ICCU\MSM\0092182,Tu sei cagion amor de' miei tormenti
IT\ICCU\MSM\0092183,Corra pur da lido in lido
IT\ICCU\MSM\0092184,Mi dà gioia e dà tormento
IT\ICCU\MSM\0092185,Tengo in pugno la mia fortuna
IT\ICCU\MSM\0092186,Sin ch'avrò core mio dolce amore
IT\ICCU\MSM\0092187,Per te ch'io torna a piangere
IT\ICCU\MSM\0092188,Aspettami crudele
IT\ICCU\MSM\0092198,Se ama e spera un cor
IT\ICCU\MSM\0092199,Ne giardini d'amor
IT\ICCU\MSM\0092363,"Sovvengati, bel labro"
IT\ICCU\MSM\0092364,Con l'esempio che danno quegl'occhi
IT\ICCU\MSM\0092365,Se brami il mio amore
IT\ICCU\MSM\0092366,"Ove sono, ove m'ascondo"
IT\ICCU\MSM\0092367,Godi pur nel tuo dolce contento
IT\ICCU\MSM\0092368,Cor del mio ben
IT\ICCU\MSM\0092369,Torno ai ceppi
IT\ICCU\MSM\0092370,Pensieri torbidi che m'affliggete
IT\ICCU\MSM\0092371,Non posso amarti
IT\ICCU\MSM\0092372,Credo al giubilo
IT\ICCU\MSM\0092373,"Ben mio, so che il tuo cuore"
IT\ICCU\MSM\0092548,Della guerriera tromba
IT\ICCU\MSM\0092549,Belle luci ch'accendete
IT\ICCU\MSM\0091502,Ah ! Di Lete il guado ombroso
IT\ICCU\MSM\0091674,Mai fedute cheveste meraviglie
IT\ICCU\MSM\0091675,Son dal viaggio stanco e oppresso
IT\ICCU\MSM\0091677,"Figlia mia, non pianger no!"
IT\ICCU\MSM\0091678,Lascia ch'io pianga
IT\ICCU\MSM\0091679,Affanni del pensier un sol momento
IT\ICCU\MSM\0091680,"Verdi prati, selve amene"
IT\ICCU\MSM\0091681,Già mi par nel guarda infante
IT\ICCU\MSM\0091689,Se tutti i mali miei
IT\ICCU\MSM\0091690,La destra ti chiedo
IT\ICCU\MSM\0091999,Ma quando un suon terribile
IT\ICCU\MSM\0092005,Connais tu le pays
IT\ICCU\MSM\0092170,Su di quel volto espresso miro
IT\ICCU\MSM\0092171,Date all'aure le bandiere
IT\ICCU\MSM\0092172,Cingi pur di scudo il petto
IT\ICCU\MSM\0092173,Mancava al cielo irato
IT\ICCU\MSM\0092174,La rocca non s'arrende
IT\ICCU\MSM\0092175,Ama pur mia bella ingrata
IT\ICCU\MSM\0092176,Lieta corre la navicella
IT\ICCU\MSM\0092357,Scelta
IT\ICCU\MSM\0092358,Parlar più non lice
IT\ICCU\MSM\0092359,Amore con spena
IT\ICCU\MSM\0092360,Risolviti cor mio
IT\ICCU\MSM\0092361,Mio core tormentato
IT\ICCU\MSM\0092362,Fa' ch'io mora
IT\ICCU\MSM\0092374,Tu m'hai tradito
IT\ICCU\MSM\0092533,Scelta
IT\ICCU\MSM\0092534,Poveri affetti miei
IT\ICCU\MSM\0092535,Partirò non posso ancora
IT\ICCU\MSM\0092536,Caro serena il volto
IT\ICCU\MSM\0092537,Ah mio cor che mai prevedi
IT\ICCU\MSM\0092538,Ah non partir
IT\ICCU\MSM\0092539,Che mora tiranno
IT\ICCU\MSM\0092675,Fra dubbi penosi
IT\ICCU\MSM\0092858,Sinfonia
IT\ICCU\MSM\0092859,Scena ed aria di Agata
IT\ICCU\MSM\0092573,Atto I e II
IT\ICCU\MSM\0092574,Atto III
IT\ICCU\MSM\0091668,Dorimene ha un viso tondo
IT\ICCU\MSM\0091669,E fia ver la voce ascolto
IT\ICCU\MSM\0091670,Torno al campo ed all'ovile
IT\ICCU\MSM\0091671,Pian pianin con lento piede
IT\ICCU\MSM\0091822,"Gemo in un punto, e fremo"
IT\ICCU\MSM\0091823,Se mai piu sarò geloso
IT\ICCU\MSM\0091824,Se fedele a me sarete
IT\ICCU\MSM\0091825,Vicina a perdere l'amato oggetto
IT\ICCU\MSM\0091826,Dovrei...ma no....
IT\ICCU\MSM\0091995,Io sentii tremar la mano
IT\ICCU\MSM\0091996,Sinfonia
IT\ICCU\MSM\0091997,Parlar spiegar non posso
IT\ICCU\MSM\0092156,Antologia
IT\ICCU\MSM\0092157,Segui ad amar chi t'ama
IT\ICCU\MSM\0092158,Vado tra lacci e spero
IT\ICCU\MSM\0092159,So ch'è bella e ancor non so
IT\ICCU\MSM\0092160,Barbaro mai non cessa
IT\ICCU\MSM\0092161,Venticelli che sussurrate
IT\ICCU\MSM\0092162,Purché viva col mio bene
IT\ICCU\MSM\0092163,Si bella io parto
IT\ICCU\MSM\0092164,Guancia vezzosa da cui la rosa
IT\ICCU\MSM\0092517,Da sì dolce melodia
IT\ICCU\MSM\0092518,Alle commedianti
IT\ICCU\MSM\0092519,Pos ema sas clamisas
IT\ICCU\MSM\0092520,Scelta
IT\ICCU\MSM\0092527,Scelta
IT\ICCU\MSM\0092528,Ricordati ben mio
IT\ICCU\MSM\0092529,Nel pugnar col mostro infido
IT\ICCU\MSM\0092530,Ah non giurar che mi ami
IT\ICCU\MSM\0092531,Dubioso il cor nel seno
IT\ICCU\MSM\0092532,Qui ti sfido o mostro infame
IT\ICCU\MSM\0092664,Non so frenare il pianto
IT\ICCU\MSM\0092676,Tu di saper procura
IT\ICCU\MSM\0092678,Tu di saper procurare
IT\ICCU\MSM\0092679,Se cerca se dice
IT\ICCU\MSM\0092680,La destra ti chiedo
IT\ICCU\MSM\0092854,Sinfonia
IT\ICCU\MSM\0092861,Introduzione
IT\ICCU\MSM\0092862,Secondo entr'acte
IT\ICCU\MSM\0092863,Atto terzo. Danza delle ore
IT\ICCU\MSM\0092782,Sinfonie
IT\ICCU\MSM\0092783,Scelta
IT\ICCU\MSM\0091974,Ai dolci accenti tuoi
IT\ICCU\MSM\0091975,Pria che spunti in ciel l'aurora
IT\ICCU\MSM\0091976,Deh ti conforta o cara
IT\ICCU\MSM\0091979,Io ti lascio perché uniti
IT\ICCU\MSM\0092324,Al mio contento in seno
IT\ICCU\MSM\0092521,Oh che rabbia che dispetto
IT\ICCU\MSM\0092522,Corpo di Marte intrepido
IT\ICCU\MSM\0092523,Aschira parachateron
IT\ICCU\MSM\0092658,Giusti Dei da voi non chiede
IT\ICCU\MSM\0092659,Giusti Dei da voi non chiede
IT\ICCU\MSM\0092669,Risponderti vorrei
IT\ICCU\MSM\0092674,Io ti lascio e questo addio
IT\ICCU\MSM\0092856,La Canzone della nostalgia
IT\ICCU\MSM\0092857,In fernen Land
IT\ICCU\MSM\0092761,Ecco lo Spettro
IT\ICCU\MSM\0092762,Un bel dì vedremo
IT\ICCU\MSM\0092778,L'altra notte in fondo al mare
IT\ICCU\MSM\0092786,Come rugiada al cespite
IT\ICCU\MSM\0091971,Pria che spunti in ciel l'aurora
IT\ICCU\MSM\0091972,Quelle pupille tenere
IT\ICCU\MSM\0092494,Atto I e II
IT\ICCU\MSM\0092647,"Vieni,appaga il tuo consorte"
IT\ICCU\MSM\0092661,L'agnello 'nnocente
IT\ICCU\MSM\0092663,Dal suo gentil sembiante
IT\ICCU\MSM\0093065,Virgam virtutis
IT\ICCU\MSM\0092939,Parte Prima
IT\ICCU\MSM\0092940,Parte Seconda
IT\ICCU\MSM\0092941,Parte Seconda
IT\ICCU\MSM\0092975,"Resta in pace, o mio tesoro"
IT\ICCU\MSM\0092976,Se temi che Amore
IT\ICCU\MSM\0092485,Sinfonia
IT\ICCU\MSM\0092649,"Vieni,appaga il tuo consorte"
IT\ICCU\MSM\0092651,Vieni appaga il tuo consorte
IT\ICCU\MSM\0092652,Scelta
IT\ICCU\MSM\0092955,Ti lascio al ben che adori
IT\ICCU\MSM\0092978,Per chi tanto io sospirai
IT\ICCU\MSM\0093084,Cor mundum
IT\ICCU\MSM\0091256,Come al corso il sole è lento
IT\ICCU\MSM\0091258,Vanti pur l'iniqua stella
IT\ICCU\MSM\0091267,Dove son ... Che cosa è questa?
IT\ICCU\MSM\0091270,Poveri amanti a femine
IT\ICCU\MSM\0091271,Oh numi oh stelle oh fistolo
IT\ICCU\MSM\0091272,Zi... Parlate un po' piú basso
IT\ICCU\MSM\0091273,"Tremate, empi, tremate"
IT\ICCU\MSM\0091275,Veggo tra l'ombre il varco
IT\ICCU\MSM\0091439,Superbo di me stesso
IT\ICCU\MSM\0091440,Tu me da me dividi
IT\ICCU\MSM\0091276,"Un freddo gelo, un tremito"
IT\ICCU\MSM\0091277,Morir si deve ? E ben si mora
IT\ICCU\MSM\0091278,Tu me da me dividi
IT\ICCU\MSM\0091279,Voi tornate a questo seno
IT\ICCU\MSM\0091280,"Piche,cornacchie e merole"
IT\ICCU\MSM\0091281,"Regnante tradito, amante spezzato"
IT\ICCU\MSM\0091282,"Amor! Che dite. Pietà, pietà Minerva"
IT\ICCU\MSM\0092796,Della mia bella incognita borghese; Preludio
IT\ICCU\MSM\0091248,Secondi il cielo la vostra speme
IT\ICCU\MSM\0091249,Per voi lascia il ben che adora
IT\ICCU\MSM\0091250,Quel sepolcro che racchiude
IT\ICCU\MSM\0091259,Ah s'io fossi come Orfeo
IT\ICCU\MSM\0091260,"Si, ben mio, fedel t'amai"
IT\ICCU\MSM\0091262,A chi soffre un mar d'affanni
IT\ICCU\MSM\0091263,"So che fra poco, indegno"
IT\ICCU\MSM\0091264,"Mentre ti lascio, o figlia"
IT\ICCU\MSM\0091265,Vuoi saper l'affanno mio
IT\ICCU\MSM\0091430,Se mai turbo il tuo riposo
IT\ICCU\MSM\0091431,Se mai turbo il tuo riposo
IT\ICCU\MSM\0091432,Frena le belle lagrime
IT\ICCU\MSM\0091441,Se cerca se dice
IT\ICCU\MSM\0091442,Se cerca se dice
IT\ICCU\MSM\0091443,Son io che in questo amplesso
IT\ICCU\MSM\0093575,Egli è lo sposo mio
IT\ICCU\MSM\0093576,"Ah, già pei cieli limpidi"
IT\ICCU\MSM\0093578,Torna giustizia in terra
IT\ICCU\MSM\0093756,Ove lo sguardo giro
IT\ICCU\MSM\0093765,Quelle pupille tenere
IT\ICCU\MSM\0093767,Quel sepolcro che racchiude
IT\ICCU\MSM\0093768,Come la nebbia al vento
IT\ICCU\MSM\0093771,A voi dono il mio core
IT\ICCU\MSM\0093772,Al mio destin deh lasciami
IT\ICCU\MSM\0093773,Io non bramo d'esser ricca
IT\ICCU\MSM\0093783,Destrier che all'armi usato
IT\ICCU\MSM\0095717,Rondinella a cui rapita
IT\ICCU\MSM\0095718,Quel nome adorato
IT\ICCU\MSM\0095719,Se la pace alfin bramate
IT\ICCU\MSM\0093573,Che pensar che far
IT\ICCU\MSM\0093751,Ah ti sento mio povero core
IT\ICCU\MSM\0093753,Al veder quei vaghi occhietti
IT\ICCU\MSM\0093754,Potea dir che non son bella
IT\ICCU\MSM\0093760,Ne' giorni tuoi felici
IT\ICCU\MSM\0093761,Quando nel campo armata
IT\ICCU\MSM\0093762,Sinfonia
IT\ICCU\MSM\0093763,Di piacer mi balza il cor
IT\ICCU\MSM\0094012,Ricercare a 6
IT\ICCU\MSM\0093974,Notum fecit
IT\ICCU\MSM\0095219,Scelta]
IT\ICCU\MSM\0094235,Bergamasca
IT\ICCU\MSM\0095541,Intermezzo. Marcia
IT\ICCU\MSM\0095542,Odo da lunge armonioso suono
IT\ICCU\MSM\0095543,Ha vinto Amore
IT\ICCU\MSM\0095544,Atto 3. Marcia
IT\ICCU\MSM\0095546,Preludio atto 4.
IT\ICCU\MSM\0094874,Scelta
IT\ICCU\MSM\0095533,*Jagdlied
IT\ICCU\MSM\0095534,*Kriegslied
IT\ICCU\MSM\0095535,Ouverture
IT\ICCU\MSM\0095700,O vin discaccia la tristezza
IT\ICCU\MSM\0095702,Non è più folle lusinga
IT\ICCU\MSM\0095703,Crudel t'odio così
IT\ICCU\MSM\0095704,Sento due fiamme in petto
IT\ICCU\MSM\0095706,Spietato vorresti di vita privarmi
IT\ICCU\MSM\0095707,Giurai d'amarti caro
IT\ICCU\MSM\0095708,Nella foresta leone invitto
IT\ICCU\MSM\0095709,Sento l'ombra del mesto germano
IT\ICCU\MSM\0095333,Partita 8.
IT\ICCU\MSM\0095352,"Ecco la marcia, andiamo"
IT\ICCU\MSM\0095365,Credo.
IT\ICCU\MSM\0095366,Credo.
IT\ICCU\MSM\0095367,Credo.
IT\ICCU\MSM\0095537,Marcia alla francese
IT\ICCU\MSM\0095326,Ouverture ?
IT\ICCU\MSM\0095335,Marcia
IT\ICCU\MSM\0095351,Fuga
IT\ICCU\MSM\0095497,Adagio
IT\ICCU\MSM\0095361,Credo.
IT\ICCU\MSM\0095522,Minuetto
IT\ICCU\MSM\0095524,Marsch der Priester
IT\ICCU\MSM\0095525,Andante
IT\ICCU\MSM\0095527,Marcia
IT\ICCU\MSM\0095875,Preludio atto 1.
IT\ICCU\MSM\0095318,Sinfonia
IT\ICCU\MSM\0095319,Sinfonia ...
IT\ICCU\MSM\0095491,Allegro assai
IT\ICCU\MSM\0095492,Siciliano
IT\ICCU\MSM\0095496,1. movimento
IT\ICCU\MSM\0095502,Adagio
IT\ICCU\MSM\0095676,Beato chi può
IT\ICCU\MSM\0095269,Fuga.
IT\ICCU\MSM\0095287,Agnus dei
IT\ICCU\MSM\0095295,Overture and songs
IT\ICCU\MSM\0095308,Dieu d'Israel
IT\ICCU\MSM\0095642,Ah! Nella calma di un bel sogno
IT\ICCU\MSM\0093481,Voi piú non siete degno
IT\ICCU\MSM\0093490,Entro quest'anima rivivi ognor
IT\ICCU\MSM\0093491,Ebbi un figlio a me piú caro
IT\ICCU\MSM\0093492,Quando assisa a me d'accanto
IT\ICCU\MSM\0093494,Le faccio un inchino
IT\ICCU\MSM\0095249,Quoniam tu solus
IT\ICCU\MSM\0095258,Marsch der Priester
IT\ICCU\MSM\0095259,Atto 3. Marcia
IT\ICCU\MSM\0095260,Marcia
IT\ICCU\MSM\0095261,Coro e fuga
IT\ICCU\MSM\0095264,Oh voto tremendo
IT\ICCU\MSM\0095267,Coro
IT\ICCU\MSM\0095278,sanctus
IT\ICCU\MSM\0095614,Sorella poc'anzi ebbi un dolce foglio
IT\ICCU\MSM\0095624,Volontier una vecchia canzone
IT\ICCU\MSM\0093473,Sinfonia
IT\ICCU\MSM\0093474,De' liquidi regni
IT\ICCU\MSM\0093475,Fuggi che fò s'arresta il sangue nelle vene
IT\ICCU\MSM\0093478,Ha due occhi Irene mia
IT\ICCU\MSM\0093479,Ah parlate che forse tacendo
IT\ICCU\MSM\0093482,Voi piú non siete degno
IT\ICCU\MSM\0093483,Dammi la mano o bella
IT\ICCU\MSM\0093484,Le faccio un inchino
IT\ICCU\MSM\0093486,Nel lasciarti o prence amato
